Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Skin Care,Walgreens,3,2020,1/20/2020,204006,186774,812844.38,725162.278,
Skin Care,Walgreens,4,2020,1/27/2020,268066,238136,1077098.44,933089.492,
Skin Care,Walgreens,5,2020,2/3/2020,195610,173056,809822.13,697150.758,
Skin Care,Walgreens,6,2020,2/10/2020,354249,303341,1342939.75,1141294.612,
Skin Care,Walgreens,7,2020,2/17/2020,278691,234833,1010471.77,845845.927,
Skin Care,Walgreens,8,2020,2/24/2020,319432,285728,1202185.39,1058384.152,
Skin Care,Walgreens,9,2020,3/2/2020,305434,278904,1264164.97,1156379.153,
Skin Care,Walgreens,10,2020,3/9/2020,266596,248632,1183265.2,1098703.525,
Skin Care,Walgreens,11,2020,3/16/2020,350191,321007,1422807.85,1306451.757,
Skin Care,Walgreens,12,2020,3/23/2020,426900,379318,1479742.74,1308571.645,
Skin Care,Walgreens,13,2020,3/30/2020,409908,366280,1293023.28,1154482.214,
Skin Care,Walgreens,14,2020,4/6/2020,448890,388250,1676659.77,1420503.047,
Skin Care,Walgreens,15,2020,4/13/2020,447242,350852,1763198.16,1339614.69,
Skin Care,Walgreens,16,2020,4/20/2020,389742,294756,1585110.94,1170737.827,
Skin Care,Walgreens,17,2020,4/27/2020,362496,268436,1486672.8,1109657.707,
Skin Care,Walgreens,18,2020,5/4/2020,237666,189770,1125857.63,887387.019,
Skin Care,Walgreens,19,2020,5/11/2020,130866,103298,685396.03,526218.198,
Skin Care,Walgreens,20,2020,5/18/2020,142192,112486,737729.81,577235.505,
Skin Care,Walgreens,21,2020,5/25/2020,259128,194924,1457335.02,1093560.843,
Skin Care,Walgreens,22,2020,6/1/2020,260398,183782,1397374.09,1004707.599,
Skin Care,Walgreens,23,2020,6/8/2020,284377,208489,1453937.83,1100494.814,
Skin Care,Walgreens,24,2020,6/15/2020,207745,144606,1045323.39,740415.931,
Skin Care,Walgreens,25,2020,6/22/2020,172703,139943,883836.38,712387.71,
Skin Care,Walgreens,26,2020,6/29/2020,279130,220292,1287408.84,1042820.682,
Skin Care,Walmart,1,2020,1/6/2020,166878,145184,666210.09,555781.539,
Skin Care,Walmart,2,2020,1/13/2020,1080342,969484,3937744.01,3393090.611,
Skin Care,Walmart,3,2020,1/20/2020,1023574,909280,3624998.79,3116004.027,
Skin Care,Walmart,4,2020,1/27/2020,1053756,925978,3824636.78,3174682.1,
Skin Care,Walmart,5,2020,2/3/2020,1203462,998534,4325146.66,3300029.654,
Skin Care,Walmart,6,2020,2/10/2020,1086002,970932,3944259.55,3479391.345,
Skin Care,Walmart,7,2020,2/17/2020,1121182,1006428,3983581.39,3582176.765,
Skin Care,Walmart,8,2020,2/24/2020,1126650,1006686,3873340.89,3438922.642,
Skin Care,Walmart,9,2020,3/2/2020,1292418,1173832,4290440.64,3923800.223,
Skin Care,Walmart,10,2020,3/9/2020,1371934,1254840,4472402.17,4096315.826,
Skin Care,Walmart,11,2020,3/16/2020,1349126,1228786,4435642.27,4075292.351,
Skin Care,Walmart,12,2020,3/23/2020,1261820,1158238,4093201.22,3783329.943,
Skin Care,Walmart,13,2020,3/30/2020,1020430,913050,3583872.06,3214846.162,
Skin Care,Walmart,14,2020,4/6/2020,1393094,702420,4777442.47,2613100.754,
Skin Care,Walmart,15,2020,4/13/2020,1467548,815690,5157794.07,2947784.715,
Skin Care,Walmart,16,2020,4/20/2020,1516668,1315032,5288293.68,4508505.74,
Skin Care,Walmart,17,2020,4/27/2020,1477134,1290004,5303304.98,4559514.217,
Skin Care,Walmart,18,2020,5/4/2020,984328,856396,3838621.49,3305085.526,
Skin Care,Walmart,19,2020,5/11/2020,1182832,976194,4732614.04,3764035.628,
Skin Care,Walmart,20,2020,5/18/2020,1056512,910218,4013515.9,3294242.873,
Skin Care,Walmart,21,2020,5/25/2020,1430594,1161064,5466932.62,4220640.891,
Skin Care,Walmart,22,2020,6/1/2020,1099078,923148,4486837.5,3550716,
Skin Care,Walmart,23,2020,6/8/2020,1056608,897118,3986562.75,3221685.575,
Skin Care,Walmart,24,2020,6/15/2020,1078998,877480,4078835.87,3185874.977,
Skin Care,Walmart,25,2020,6/22/2020,1002268,876618,3678123.45,3147530.823,
Skin Care,Walmart,26,2020,6/29/2020,1168224,1039088,4140796.42,3588204.56,
Skin Care Body,Ahold & Delhaize,1,2020,1/6/2020,,,,,158731
Skin Care Body,Ahold & Delhaize,2,2020,1/13/2020,,,,,144233
Skin Care Body,Ahold & Delhaize,3,2020,1/20/2020,,,,,128057
Skin Care Body,Ahold & Delhaize,4,2020,1/27/2020,,,,,139149
Skin Care Body,Ahold & Delhaize,5,2020,2/3/2020,,,,,153340
Skin Care Body,Ahold & Delhaize,6,2020,2/10/2020,,,,,167577
Skin Care Body,Ahold & Delhaize,7,2020,2/17/2020,,,,,147584
Skin Care Body,Ahold & Delhaize,8,2020,2/24/2020,,,,,125392
Skin Care Body,Ahold & Delhaize,9,2020,3/2/2020,,,,,142278
Skin Care Body,Ahold & Delhaize,10,2020,3/9/2020,,,,,151636
Skin Care Body,Ahold & Delhaize,11,2020,3/16/2020,,,,,117989
Skin Care Body,Ahold & Delhaize,12,2020,3/23/2020,,,,,81541
Skin Care Body,Ahold & Delhaize,13,2020,3/30/2020,,,,,79123
Skin Care Body,Ahold & Delhaize,14,2020,4/6/2020,,,,,133796
Skin Care Body,Ahold & Delhaize,15,2020,4/13/2020,,,,,103883
Skin Care Body,Ahold & Delhaize,16,2020,4/20/2020,,,,,112387
Skin Care Body,Ahold & Delhaize,17,2020,4/27/2020,,,,,98851
Skin Care Body,Ahold & Delhaize,18,2020,5/4/2020,,,,,120150
Skin Care Body,Ahold & Delhaize,19,2020,5/11/2020,,,,,101087
Skin Care Body,Ahold & Delhaize,20,2020,5/18/2020,,,,,107204
Skin Care Body,Ahold & Delhaize,21,2020,5/25/2020,,,,,93419
Skin Care Body,Ahold & Delhaize,22,2020,6/1/2020,,,,,102682
Skin Care Body,Ahold & Delhaize,23,2020,6/8/2020,,,,,107018
Skin Care Body,Ahold & Delhaize,24,2020,6/15/2020,,,,,92479
Skin Care Body,CVS,1,2020,1/6/2020,,,,,1097583
Skin Care Body,CVS,2,2020,1/13/2020,,,,,1133067
Skin Care Body,CVS,3,2020,1/20/2020,,,,,1110401
Skin Care Body,CVS,4,2020,1/27/2020,,,,,1134482
Skin Care Body,CVS,5,2020,2/3/2020,,,,,311166
Skin Care Body,CVS,6,2020,2/10/2020,,,,,302064
Skin Care Body,CVS,7,2020,2/17/2020,,,,,323044
Skin Care Body,CVS,8,2020,2/24/2020,,,,,336326
Skin Care Body,CVS,9,2020,3/2/2020,,,,,347113
Skin Care Body,CVS,10,2020,3/9/2020,,,,,283203
Skin Care Body,CVS,11,2020,3/16/2020,,,,,283203
Skin Care Body,CVS,12,2020,3/23/2020,,,,,280984
Skin Care Body,CVS,13,2020,3/30/2020,,,,,266886
Skin Care Body,CVS,14,2020,4/6/2020,,,,,277031
Skin Care Body,CVS,15,2020,4/13/2020,,,,,271008
Skin Care Body,CVS,16,2020,4/20/2020,,,,,300646
Skin Care Body,CVS,17,2020,4/27/2020,,,,,278890
Skin Care Body,CVS,18,2020,5/4/2020,,,,,244854
Skin Care Body,CVS,19,2020,5/11/2020,,,,,277615
Skin Care Body,CVS,20,2020,5/18/2020,,,,,252830
Skin Care Body,CVS,21,2020,5/25/2020,,,,,248063
Skin Care Body,CVS,22,2020,6/1/2020,,,,,239332
Skin Care Body,CVS,23,2020,6/8/2020,,,,,240079
Skin Care Body,CVS,24,2020,6/15/2020,,,,,231298
Skin Care Body,Dollar General,1,2020,1/6/2020,,,,,2016024
Skin Care Body,Dollar General,2,2020,1/13/2020,,,,,1984329
Skin Care Body,Dollar General,3,2020,1/20/2020,,,,,1922478
Skin Care Body,Dollar General,4,2020,1/27/2020,,,,,1847071
Skin Care Body,Dollar General,5,2020,2/3/2020,,,,,1799583
Skin Care Body,Dollar General,6,2020,2/10/2020,,,,,1749827
Skin Care Body,Dollar General,7,2020,2/17/2020,,,,,1986416
Skin Care Body,Dollar General,8,2020,2/24/2020,,,,,2111410
Skin Care Body,Dollar General,9,2020,3/2/2020,,,,,2062448
Skin Care Body,Dollar General,10,2020,3/9/2020,,,,,2002506
Skin Care Body,Dollar General,11,2020,3/16/2020,,,,,1941188
Skin Care Body,Dollar General,12,2020,3/23/2020,,,,,1900242
Skin Care Body,Dollar General,13,2020,3/30/2020,,,,,2784947
Skin Care Body,Dollar General,14,2020,4/6/2020,,,,,1984389
Skin Care Body,Dollar General,15,2020,4/13/2020,,,,,1924147
Skin Care Body,Dollar General,16,2020,4/20/2020,,,,,1897639
Skin Care Body,Dollar General,17,2020,4/27/2020,,,,,1885141
Skin Care Body,Dollar General,18,2020,5/4/2020,,,,,1857870
Skin Care Body,Dollar General,19,2020,5/11/2020,,,,,1852860
Skin Care Body,Dollar General,20,2020,5/18/2020,,,,,1837136
Skin Care Body,Dollar General,21,2020,5/25/2020,,,,,1831356
Skin Care Body,Dollar General,22,2020,6/1/2020,,,,,1861611
Skin Care Body,Dollar General,23,2020,6/8/2020,,,,,1900443
Skin Care Body,Dollar General,24,2020,6/15/2020,,,,,1868692
Skin Care Body,Family Dollar,1,2020,1/6/2020,,,,,747383
Skin Care Body,Family Dollar,2,2020,1/13/2020,,,,,713521
Skin Care Body,Family Dollar,3,2020,1/20/2020,,,,,710705
Skin Care Body,Family Dollar,4,2020,1/27/2020,,,,,749774
Skin Care Body,Family Dollar,5,2020,2/3/2020,,,,,748401
Skin Care Body,Family Dollar,6,2020,2/10/2020,,,,,692564
Skin Care Body,Family Dollar,7,2020,2/17/2020,,,,,695823
Skin Care Body,Family Dollar,8,2020,2/24/2020,,,,,705468
Skin Care Body,Family Dollar,9,2020,3/2/2020,,,,,720411
Skin Care Body,Family Dollar,10,2020,3/9/2020,,,,,683291
Skin Care Body,Family Dollar,11,2020,3/16/2020,,,,,668678
Skin Care Body,Family Dollar,12,2020,3/23/2020,,,,,630802
Skin Care Body,Family Dollar,13,2020,3/30/2020,,,,,624738
Skin Care Body,Family Dollar,14,2020,4/6/2020,,,,,625620
Skin Care Body,Family Dollar,15,2020,4/13/2020,,,,,618145
Skin Care Body,Family Dollar,16,2020,4/20/2020,,,,,664837
Skin Care Body,Family Dollar,17,2020,4/27/2020,,,,,674750
Skin Care Body,Family Dollar,18,2020,5/4/2020,,,,,670183
Skin Care Body,Family Dollar,19,2020,5/11/2020,,,,,717632
Skin Care Body,Family Dollar,20,2020,5/18/2020,,,,,751100
Skin Care Body,Family Dollar,21,2020,5/25/2020,,,,,753121
Skin Care Body,Family Dollar,22,2020,6/1/2020,,,,,767358
Skin Care Body,Family Dollar,23,2020,6/8/2020,,,,,797381
Skin Care Body,Family Dollar,24,2020,6/15/2020,,,,,804454
Skin Care Body,HEB,1,2020,1/6/2020,,,,,0
Skin Care Body,HEB,2,2020,1/13/2020,,,,,15870
Skin Care Body,HEB,3,2020,1/20/2020,,,,,18068
Skin Care Body,HEB,4,2020,1/27/2020,,,,,18376
Skin Care Body,HEB,5,2020,2/3/2020,,,,,19496
Skin Care Body,HEB,6,2020,2/10/2020,,,,,13122
Skin Care Body,HEB,7,2020,2/17/2020,,,,,11401
Skin Care Body,HEB,8,2020,2/24/2020,,,,,11368
Skin Care Body,HEB,9,2020,3/2/2020,,,,,15284
Skin Care Body,HEB,10,2020,3/9/2020,,,,,13911
Skin Care Body,HEB,11,2020,3/16/2020,,,,,8672
Skin Care Body,HEB,12,2020,3/23/2020,,,,,21773
Skin Care Body,HEB,13,2020,3/30/2020,,,,,19465
Skin Care Body,HEB,14,2020,4/6/2020,,,,,17436
Skin Care Body,HEB,15,2020,4/13/2020,,,,,13203
Skin Care Body,HEB,16,2020,4/20/2020,,,,,9448
Skin Care Body,HEB,17,2020,4/27/2020,,,,,16051
Skin Care Body,HEB,18,2020,5/4/2020,,,,,15764
Skin Care Body,HEB,19,2020,5/11/2020,,,,,16311
Skin Care Body,HEB,20,2020,5/18/2020,,,,,18506
Skin Care Body,HEB,21,2020,5/25/2020,,,,,15420
Skin Care Body,HEB,22,2020,6/1/2020,,,,,15381
Skin Care Body,HEB,23,2020,6/8/2020,,,,,17598
Skin Care Body,HEB,24,2020,6/15/2020,,,,,19578
Skin Care Body,Kroger,1,2020,1/6/2020,,,,,730979
Skin Care Body,Kroger,2,2020,1/13/2020,,,,,683213
Skin Care Body,Kroger,3,2020,1/20/2020,,,,,675742
Skin Care Body,Kroger,4,2020,1/27/2020,,,,,685421
Skin Care Body,Kroger,5,2020,2/3/2020,,,,,692123
Skin Care Body,Kroger,6,2020,2/10/2020,,,,,682357
Skin Care Body,Kroger,7,2020,2/17/2020,,,,,677763
Skin Care Body,Kroger,8,2020,2/24/2020,,,,,676238
Skin Care Body,Kroger,9,2020,3/2/2020,,,,,659159
Skin Care Body,Kroger,10,2020,3/9/2020,,,,,609355
Skin Care Body,Kroger,11,2020,3/16/2020,,,,,623026
Skin Care Body,Kroger,12,2020,3/23/2020,,,,,608504
Skin Care Body,Kroger,13,2020,3/30/2020,,,,,586750
Skin Care Body,Kroger,14,2020,4/6/2020,,,,,562229
Skin Care Body,Kroger,15,2020,4/13/2020,,,,,591841
Skin Care Body,Kroger,16,2020,4/20/2020,,,,,602098
Skin Care Body,Kroger,17,2020,4/27/2020,,,,,595124
Skin Care Body,Kroger,18,2020,5/4/2020,,,,,613444
Skin Care Body,Kroger,19,2020,5/11/2020,,,,,641046
Skin Care Body,Kroger,20,2020,5/18/2020,,,,,654743
Skin Care Body,Kroger,21,2020,5/25/2020,,,,,656097
Skin Care Body,Kroger,22,2020,6/1/2020,,,,,663074
Skin Care Body,Kroger,23,2020,6/8/2020,,,,,644248
Skin Care Body,Kroger,24,2020,6/15/2020,,,,,656990
Skin Care Body,Meijer,1,2020,1/6/2020,,,,,140395
Skin Care Body,Meijer,2,2020,1/13/2020,,,,,149669
Skin Care Body,Meijer,3,2020,1/20/2020,,,,,155353
Skin Care Body,Meijer,4,2020,1/27/2020,,,,,155916
Skin Care Body,Meijer,5,2020,2/3/2020,,,,,151779
Skin Care Body,Meijer,6,2020,2/10/2020,,,,,150679
Skin Care Body,Meijer,7,2020,2/17/2020,,,,,164267
Skin Care Body,Meijer,8,2020,2/24/2020,,,,,165092
Skin Care Body,Meijer,9,2020,3/2/2020,,,,,163845
Skin Care Body,Meijer,10,2020,3/9/2020,,,,,143898
Skin Care Body,Meijer,11,2020,3/16/2020,,,,,129454
Skin Care Body,Meijer,12,2020,3/23/2020,,,,,126390
Skin Care Body,Meijer,13,2020,3/30/2020,,,,,155196
Skin Care Body,Meijer,14,2020,4/6/2020,,,,,157864
Skin Care Body,Meijer,15,2020,4/13/2020,,,,,156204
Skin Care Body,Meijer,16,2020,4/20/2020,,,,,154333
Skin Care Body,Meijer,17,2020,4/27/2020,,,,,136007
Skin Care Body,Meijer,18,2020,5/4/2020,,,,,130930
Skin Care Body,Meijer,19,2020,5/11/2020,,,,,120094
Skin Care Body,Meijer,20,2020,5/18/2020,,,,,116202
Skin Care Body,Meijer,21,2020,5/25/2020,,,,,118362
Skin Care Body,Meijer,22,2020,6/1/2020,,,,,128813
Skin Care Body,Meijer,23,2020,6/8/2020,,,,,128943
Skin Care Body,Meijer,24,2020,6/15/2020,,,,,121709
Skin Care Body,Target,1,2020,1/6/2020,,,,,1588064
Skin Care Body,Target,2,2020,1/13/2020,,,,,1537675
Skin Care Body,Target,3,2020,1/20/2020,,,,,1465209
Skin Care Body,Target,4,2020,1/27/2020,,,,,1392464
Skin Care Body,Target,5,2020,2/3/2020,,,,,1566154
Skin Care Body,Target,6,2020,2/10/2020,,,,,1494885
Skin Care Body,Target,7,2020,2/17/2020,,,,,1457053
Skin Care Body,Target,8,2020,2/24/2020,,,,,1564575
Skin Care Body,Target,9,2020,3/2/2020,,,,,1572573
Skin Care Body,Target,10,2020,3/9/2020,,,,,1455101
Skin Care Body,Target,11,2020,3/16/2020,,,,,1387370
Skin Care Body,Target,12,2020,3/23/2020,,,,,1511326
Skin Care Body,Target,13,2020,3/30/2020,,,,,1787406
Skin Care Body,Target,14,2020,4/6/2020,,,,,1869243
Skin Care Body,Target,15,2020,4/13/2020,,,,,1795960
Skin Care Body,Target,16,2020,4/20/2020,,,,,1703692
Skin Care Body,Target,17,2020,4/27/2020,,,,,1553224
Skin Care Body,Target,18,2020,5/4/2020,,,,,1452751
Skin Care Body,Target,19,2020,5/11/2020,,,,,1341042
Skin Care Body,Target,20,2020,5/18/2020,,,,,1425479
Skin Care Body,Target,21,2020,5/25/2020,,,,,1396560
Skin Care Body,Target,22,2020,6/1/2020,,,,,1476621
Skin Care Body,Target,23,2020,6/8/2020,,,,,1512417
Skin Care Body,Target,24,2020,6/15/2020,,,,,1455357
Skin Care Body,Walgreens,1,2020,1/6/2020,,,,,1490142
Skin Care Body,Walgreens,2,2020,1/13/2020,,,,,1394449
Skin Care Body,Walgreens,3,2020,1/20/2020,,,,,1332827
Skin Care Body,Walgreens,4,2020,1/27/2020,,,,,1270582
Skin Care Body,Walgreens,5,2020,2/3/2020,,,,,1236027
Skin Care Body,Walgreens,6,2020,2/10/2020,,,,,1232820
Skin Care Body,Walgreens,7,2020,2/17/2020,,,,,1188846
Skin Care Body,Walgreens,8,2020,2/24/2020,,,,,1241536
Skin Care Body,Walgreens,9,2020,3/2/2020,,,,,1229535
Skin Care Body,Walgreens,10,2020,3/9/2020,,,,,1172147
Skin Care Body,Walgreens,11,2020,3/16/2020,,,,,1096209
Skin Care Body,Walgreens,12,2020,3/23/2020,,,,,1129282
Skin Care Body,Walgreens,13,2020,3/30/2020,,,,,1247716
Skin Care Body,Walgreens,14,2020,4/6/2020,,,,,1361606
Skin Care Body,Walgreens,15,2020,4/13/2020,,,,,1461631
Skin Care Body,Walgreens,16,2020,4/20/2020,,,,,1496873
Skin Care Body,Walgreens,17,2020,4/27/2020,,,,,1532296
Skin Care Body,Walgreens,18,2020,5/4/2020,,,,,1563404
Skin Care Body,Walgreens,19,2020,5/11/2020,,,,,1531528
Skin Care Body,Walgreens,20,2020,5/18/2020,,,,,1536247
Skin Care Body,Walgreens,21,2020,5/25/2020,,,,,1511113
Skin Care Body,Walgreens,22,2020,6/1/2020,,,,,1466921
Skin Care Body,Walgreens,23,2020,6/8/2020,,,,,1415313
Skin Care Body,Walgreens,24,2020,6/15/2020,,,,,1334576
Skin Care Body,Walmart,1,2020,1/6/2020,,,,,2600018
Skin Care Body,Walmart,2,2020,1/13/2020,,,,,2482172
Skin Care Body,Walmart,3,2020,1/20/2020,,,,,2394292
Skin Care Body,Walmart,4,2020,1/27/2020,,,,,2283342
Skin Care Body,Walmart,5,2020,2/3/2020,,,,,2274758
Skin Care Body,Walmart,6,2020,2/10/2020,,,,,977776
Skin Care Body,Walmart,7,2020,2/17/2020,,,,,2155169
Skin Care Body,Walmart,8,2020,2/24/2020,,,,,2100180
Skin Care Body,Walmart,9,2020,3/2/2020,,,,,2020586
Skin Care Body,Walmart,10,2020,3/9/2020,,,,,1981133
Skin Care Body,Walmart,11,2020,3/16/2020,,,,,1965411
Skin Care Body,Walmart,12,2020,3/23/2020,,,,,2004719
Skin Care Body,Walmart,13,2020,3/30/2020,,,,,2127141
Skin Care Body,Walmart,14,2020,4/6/2020,,,,,2059314
Skin Care Body,Walmart,15,2020,4/13/2020,,,,,2036855
Skin Care Body,Walmart,16,2020,4/20/2020,,,,,2066613
Skin Care Body,Walmart,17,2020,4/27/2020,,,,,2279697
Skin Care Body,Walmart,18,2020,5/4/2020,,,,,2241253
Skin Care Body,Walmart,19,2020,5/11/2020,,,,,2191545
Skin Care Body,Walmart,20,2020,5/18/2020,,,,,2136267
Skin Care Body,Walmart,21,2020,5/25/2020,,,,,2126905
Skin Care Body,Walmart,22,2020,6/1/2020,,,,,1434064
Skin Care Body,Walmart,23,2020,6/8/2020,,,,,2113197
Skin Care Body,Walmart,24,2020,6/15/2020,,,,,2049050
Skin Care Face,Ahold & Delhaize,1,2020,1/6/2020,,,,,75394
Skin Care Face,Ahold & Delhaize,2,2020,1/13/2020,,,,,78654
Skin Care Face,Ahold & Delhaize,3,2020,1/20/2020,,,,,78383
Skin Care Face,Ahold & Delhaize,4,2020,1/27/2020,,,,,78943
Skin Care Face,Ahold & Delhaize,5,2020,2/3/2020,,,,,80562
Skin Care Face,Ahold & Delhaize,6,2020,2/10/2020,,,,,80911
Skin Care Face,Ahold & Delhaize,7,2020,2/17/2020,,,,,78936
Skin Care Face,Ahold & Delhaize,8,2020,2/24/2020,,,,,73957
Skin Care Face,Ahold & Delhaize,9,2020,3/2/2020,,,,,77288
Skin Care Face,Ahold & Delhaize,10,2020,3/9/2020,,,,,80551
Skin Care Face,Ahold & Delhaize,11,2020,3/16/2020,,,,,72191
Skin Care Face,Ahold & Delhaize,12,2020,3/23/2020,,,,,65369
Skin Care Face,Ahold & Delhaize,13,2020,3/30/2020,,,,,63219
Skin Care Face,Ahold & Delhaize,14,2020,4/6/2020,,,,,60952
Skin Care Face,Ahold & Delhaize,15,2020,4/13/2020,,,,,59996
Skin Care Face,Ahold & Delhaize,16,2020,4/20/2020,,,,,57318
Skin Care Face,Ahold & Delhaize,17,2020,4/27/2020,,,,,54565
Skin Care Face,Ahold & Delhaize,18,2020,5/4/2020,,,,,58341
Skin Care Face,Ahold & Delhaize,19,2020,5/11/2020,,,,,51490
Skin Care Face,Ahold & Delhaize,20,2020,5/18/2020,,,,,56594
Skin Care Face,Ahold & Delhaize,21,2020,5/25/2020,,,,,58875
Skin Care Face,Ahold & Delhaize,22,2020,6/1/2020,,,,,56122
Skin Care Face,Ahold & Delhaize,23,2020,6/8/2020,,,,,57479
Skin Care Face,Ahold & Delhaize,24,2020,6/15/2020,,,,,63404
Skin Care Face,CVS,1,2020,1/6/2020,,,,,2399771
Skin Care Face,CVS,2,2020,1/13/2020,,,,,2443140
Skin Care Face,CVS,3,2020,1/20/2020,,,,,2438692
Skin Care Face,CVS,4,2020,1/27/2020,,,,,2459908
Skin Care Face,CVS,5,2020,2/3/2020,,,,,402474
Skin Care Face,CVS,6,2020,2/10/2020,,,,,438322
Skin Care Face,CVS,7,2020,2/17/2020,,,,,435122
Skin Care Face,CVS,8,2020,2/24/2020,,,,,418372
Skin Care Face,CVS,9,2020,3/2/2020,,,,,451172
Skin Care Face,CVS,10,2020,3/9/2020,,,,,386299
Skin Care Face,CVS,11,2020,3/16/2020,,,,,386299
Skin Care Face,CVS,12,2020,3/23/2020,,,,,385890
Skin Care Face,CVS,13,2020,3/30/2020,,,,,373819
Skin Care Face,CVS,14,2020,4/6/2020,,,,,382381
Skin Care Face,CVS,15,2020,4/13/2020,,,,,413859
Skin Care Face,CVS,16,2020,4/20/2020,,,,,451756
Skin Care Face,CVS,17,2020,4/27/2020,,,,,451892
Skin Care Face,CVS,18,2020,5/4/2020,,,,,451436
Skin Care Face,CVS,19,2020,5/11/2020,,,,,458459
Skin Care Face,CVS,20,2020,5/18/2020,,,,,440089
Skin Care Face,CVS,21,2020,5/25/2020,,,,,424287
Skin Care Face,CVS,22,2020,6/1/2020,,,,,406065
Skin Care Face,CVS,23,2020,6/8/2020,,,,,402196
Skin Care Face,CVS,24,2020,6/15/2020,,,,,370807
Skin Care Face,Dollar General,1,2020,1/6/2020,,,,,1316764
Skin Care Face,Dollar General,2,2020,1/13/2020,,,,,1319480
Skin Care Face,Dollar General,3,2020,1/20/2020,,,,,1275028
Skin Care Face,Dollar General,4,2020,1/27/2020,,,,,1223666
Skin Care Face,Dollar General,5,2020,2/3/2020,,,,,1180237
Skin Care Face,Dollar General,6,2020,2/10/2020,,,,,1157400
Skin Care Face,Dollar General,7,2020,2/17/2020,,,,,1541318
Skin Care Face,Dollar General,8,2020,2/24/2020,,,,,1683581
Skin Care Face,Dollar General,9,2020,3/2/2020,,,,,1695169
Skin Care Face,Dollar General,10,2020,3/9/2020,,,,,1709132
Skin Care Face,Dollar General,11,2020,3/16/2020,,,,,1682766
Skin Care Face,Dollar General,12,2020,3/23/2020,,,,,1645474
Skin Care Face,Dollar General,13,2020,3/30/2020,,,,,2406086
Skin Care Face,Dollar General,14,2020,4/6/2020,,,,,1583443
Skin Care Face,Dollar General,15,2020,4/13/2020,,,,,1546362
Skin Care Face,Dollar General,16,2020,4/20/2020,,,,,1513056
Skin Care Face,Dollar General,17,2020,4/27/2020,,,,,1491693
Skin Care Face,Dollar General,18,2020,5/4/2020,,,,,1485206
Skin Care Face,Dollar General,19,2020,5/11/2020,,,,,1464515
Skin Care Face,Dollar General,20,2020,5/18/2020,,,,,1479959
